OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
744,2022/04/16 10:00:00+00,357,1049,2419,1737,142,78,391,255,348,107,509,114,565,367,63,1977,2094,108,72,212,86,577,325,158,27
747,2022/04/19 10:00:00+00,357,1050,2419,1737,143,78,391,255,348,107,509,114,566,367,63,1977,2095,108,73,212,86,577,325,158,28
748,2022/04/20 10:00:00+00,358,1052,2419,1737,143,78,391,255,348,107,511,115,566,367,63,1977,2097,108,73,212,86,577,325,158,25
749,2022/04/21 10:00:00+00,358,1052,2419,1737,143,78,392,255,348,107,511,115,566,367,63,1979,2097,108,73,212,87,577,325,158,27
750,2022/04/22 10:00:00+00,358,1052,2419,1737,143,78,392,255,348,107,511,115,568,367,63,1980,2097,108,73,212,87,577,325,158,28
751,2022/04/23 10:00:00+00,358,1053,2420,1737,143,78,392,255,348,107,512,115,569,367,63,1980,2098,108,73,212,87,577,325,158,26
754,2022/04/26 10:00:00+00,359,1053,2422,1737,143,78,392,255,348,107,512,115,569,367,63,1980,2099,108,73,212,87,577,325,158,31
755,2022/04/27 10:00:00+00,359,1053,2422,1739,143,78,393,255,349,107,512,115,569,367,63,1982,2100,108,73,212,87,577,325,159,30
756,2022/04/28 10:00:00+00,359,1055,2423,1739,143,78,393,255,349,107,513,115,569,367,63,1982,2101,108,73,213,87,579,325,159,30
757,2022/04/29 10:00:00+00,359,1055,2423,1739,143,78,396,255,349,107,514,115,569,367,63,1982,2101,108,73,213,87,579,325,159,33
758,2022/04/30 10:00:00+00,359,1055,2424,1740,143,78,397,256,349,107,514,115,569,367,63,1983,2102,108,73,213,87,579,325,159,33
761,2022/05/03 10:00:00+00,359,1056,2426,1741,143,78,397,256,349,107,514,115,569,367,63,1983,2105,108,73,214,87,579,326,159,39
762,2022/05/04 10:00:00+00,359,1056,2429,1741,143,78,397,256,349,107,514,115,569,367,63,1985,2106,108,73,215,87,579,326,159,34
763,2022/05/05 10:00:00+00,360,1057,2431,1741,143,78,397,256,349,107,514,115,569,367,63,1986,2109,108,73,215,87,579,326,159,28
764,2022/05/06 10:00:00+00,360,1058,2433,1742,143,78,397,256,349,107,514,115,569,367,63,1986,2109,108,73,215,87,580,327,159,26
765,2022/05/07 10:00:00+00,360,1059,2433,1742,143,78,397,256,350,107,514,115,570,367,63,1986,2110,108,73,215,87,580,327,159,31
768,2022/05/10 10:00:00+00,360,1061,2435,1742,143,78,397,256,350,107,515,115,571,368,63,1986,2112,108,73,215,87,580,327,159,32
769,2022/05/11 10:00:00+00,360,1061,2437,1742,143,78,400,256,350,107,515,115,571,369,63,1988,2112,108,73,216,87,580,327,159,28
770,2022/05/12 10:00:00+00,360,1061,2439,1742,143,78,401,256,350,107,515,115,571,370,63,1989,2114,108,73,216,87,580,327,159,30
771,2022/05/13 10:00:00+00,360,1061,2439,1743,144,78,401,256,350,107,515,115,571,370,63,1989,2116,108,73,216,87,580,327,159,27
772,2022/05/14 10:00:00+00,360,1062,2439,1743,144,78,401,256,350,107,515,115,571,370,63,1989,2117,108,73,216,87,580,327,159,29
775,2022/05/17 10:00:00+00,361,1062,2442,1746,144,78,401,256,350,107,515,115,571,370,63,1992,2119,108,73,216,87,580,328,159,34
776,2022/05/18 10:00:00+00,361,1063,2443,1747,144,78,401,256,350,107,515,115,571,370,63,1992,2120,108,73,216,87,580,328,159,33
777,2022/05/19 10:00:00+00,361,1064,2443,1749,144,78,401,256,350,107,515,115,571,370,63,1992,2120,108,73,216,87,580,328,159,32
778,2022/05/20 10:00:00+00,361,1065,2445,1750,144,78,401,256,350,107,515,115,571,370,63,1993,2121,108,73,216,87,580,328,159,29
779,2022/05/21 10:00:00+00,361,1065,2445,1750,144,78,401,256,350,107,515,115,573,370,63,1993,2121,108,73,216,87,580,328,159,30
782,2022/05/24 10:00:00+00,361,1068,2447,1752,144,78,401,256,350,107,515,115,574,370,63,1997,2121,108,73,216,87,580,328,159,32
783,2022/05/25 10:00:00+00,361,1069,2448,1754,145,79,401,256,351,107,515,115,574,371,63,1998,2122,109,74,216,87,580,328,159,32
784,2022/05/26 10:00:00+00,361,1068,2451,1755,145,79,401,256,351,107,515,115,574,374,63,1999,2122,109,74,216,87,580,328,159,36
785,2022/05/27 10:00:00+00,361,1069,2452,1755,145,79,401,256,351,107,516,115,574,374,63,2000,2122,109,74,216,87,580,328,159,34
786,2022/05/28 10:00:00+00,362,1069,2454,1755,145,79,401,256,351,107,516,115,574,374,63,2000,2123,109,74,216,87,580,328,159,33
790,2022/06/01 10:00:00+00,363,1069,2455,1755,145,79,401,256,352,107,518,115,575,375,63,2003,2124,109,74,216,87,580,328,159,38
791,2022/06/02 10:00:00+00,363,1070,2457,1756,146,79,401,256,352,107,518,114,575,375,63,2004,2126,110,74,216,88,580,328,159,36
792,2022/06/03 10:00:00+00,363,1071,2459,1759,146,79,401,256,352,107,518,114,575,375,63,2005,2127,110,74,216,88,581,328,159,36
793,2022/06/04 10:00:00+00,363,1072,2459,1759,146,79,401,256,352,107,518,114,575,375,63,2005,2127,110,74,216,88,581,328,159,40
796,2022/06/07 10:00:00+00,363,1073,2460,1760,146,79,403,257,352,107,518,114,576,375,63,2008,2133,110,74,216,88,582,328,159,40
797,2022/06/08 10:00:00+00,363,1074,2464,1760,146,79,405,257,352,108,519,114,576,375,63,2008,2133,110,74,216,88,582,328,159,34
798,2022/06/09 10:00:00+00,363,1076,2466,1760,146,79,405,257,352,108,520,114,576,375,63,2009,2133,110,74,216,88,582,328,159,34
799,2022/06/10 10:00:00+00,363,1076,2471,1760,146,79,405,257,352,108,520,114,576,375,65,2009,2134,110,74,216,88,582,328,159,37
800,2022/06/11 10:00:00+00,363,1078,2471,1760,147,79,405,257,352,108,521,114,576,375,66,2009,2135,110,74,216,88,583,328,159,37
803,2022/06/14 10:00:00+00,363,1081,2473,1761,147,79,405,258,352,108,521,114,577,376,67,2011,2135,110,74,217,88,583,328,159,40
804,2022/06/15 10:00:00+00,363,1083,2474,1762,147,79,406,258,352,108,522,114,579,377,67,2012,2135,110,74,217,88,584,328,159,37
805,2022/06/16 10:00:00+00,363,1083,2476,1766,147,79,406,258,353,108,522,114,579,377,67,2013,2136,110,74,217,88,584,329,159,36
806,2022/06/17 10:00:00+00,363,1085,2476,1768,147,79,407,258,353,108,523,114,579,377,67,2014,2137,110,74,218,88,585,329,159,34
807,2022/06/18 10:00:00+00,363,1085,2478,1773,148,79,407,258,353,108,523,114,579,377,67,2016,2138,110,74,218,88,585,329,159,33
811,2022/06/22 10:00:00+00,363,1085,2481,1776,148,79,407,259,353,108,524,114,579,378,67,2019,2141,110,75,218,88,585,329,159,40
812,2022/06/23 10:00:00+00,363,1086,2481,1778,148,79,407,259,353,108,524,114,580,379,67,2020,2144,110,75,218,88,586,329,159,34
813,2022/06/24 10:00:00+00,363,1086,2482,1779,148,79,407,259,353,108,524,114,580,379,67,2021,2145,110,75,218,88,586,329,159,34
814,2022/06/25 10:00:00+00,363,1087,2482,1780,148,79,407,259,353,108,524,114,581,379,67,2022,2147,110,75,218,89,586,329,159,32
817,2022/06/28 10:00:00+00,363,1088,2481,1781,148,79,407,259,353,108,525,114,582,379,67,2026,2149,112,75,218,89,586,329,159,34
818,2022/06/29 10:00:00+00,363,1091,2481,1782,148,79,409,259,354,108,525,114,582,379,67,2027,2150,112,75,218,89,586,330,159,30
819,2022/06/30 10:00:00+00,363,1092,2481,1784,148,79,409,259,354,108,525,114,582,380,67,2029,2150,112,75,218,89,586,330,159,29
820,2022/07/01 10:00:00+00,363,1093,2483,1784,148,79,410,259,354,108,525,114,582,380,67,2031,2150,112,75,218,89,586,330,159,28
821,2022/07/02 10:00:00+00,363,1094,2486,1784,148,79,410,259,354,108,525,114,582,380,67,2033,2151,112,75,218,90,586,330,159,31
825,2022/07/06 10:00:00+00,363,1097,2489,1788,148,79,410,259,355,108,525,114,582,381,67,2038,2153,112,75,218,91,586,330,159,32
826,2022/07/07 10:00:00+00,363,1098,2490,1788,148,79,410,259,355,108,525,114,582,381,67,2038,2153,112,75,218,91,586,330,159,32
827,2022/07/08 10:00:00+00,363,1098,2493,1789,148,79,410,259,355,108,525,114,582,381,67,2039,2154,112,75,218,91,586,330,159,33
828,2022/07/09 10:00:00+00,363,1099,2497,1789,148,79,410,259,355,108,525,114,582,381,67,2040,2154,112,75,218,91,586,330,159,30
831,2022/07/12 10:00:00+00,364,1101,2500,1789,148,79,410,259,355,108,525,114,583,381,67,2042,2155,112,75,218,91,586,330,160,33
832,2022/07/13 10:00:00+00,364,1104,2500,1790,148,79,410,259,355,108,525,114,583,382,67,2045,2155,112,75,219,91,586,330,160,33
833,2022/07/14 10:00:00+00,365,1105,2502,1790,148,79,410,259,355,108,525,114,583,382,67,2045,2156,112,75,219,91,586,330,160,33
834,2022/07/15 10:00:00+00,365,1107,2502,1790,148,79,410,259,355,108,525,114,583,382,67,2045,2157,112,75,219,91,586,331,160,39
835,2022/07/16 10:00:00+00,365,1109,2505,1790,148,79,410,259,355,109,525,114,584,382,67,2047,2158,113,75,219,91,586,331,160,33
838,2022/07/19 10:00:00+00,365,1111,2508,1791,148,79,410,259,355,109,525,114,585,382,67,2048,2158,113,75,220,91,586,331,160,37
839,2022/07/20 10:00:00+00,365,1112,2509,1792,148,79,410,259,355,109,525,114,585,382,67,2048,2159,113,75,220,91,586,331,160,35
840,2022/07/21 10:00:00+00,366,1112,2512,1793,148,79,410,260,355,109,526,114,585,382,67,2050,2160,113,75,220,91,587,332,160,30
841,2022/07/22 10:00:00+00,366,1112,2513,1794,148,79,410,260,356,109,526,114,585,382,67,2050,2161,113,75,220,91,587,332,160,34
842,2022/07/23 10:00:00+00,366,1114,2513,1794,148,79,410,260,356,109,526,114,585,382,67,2051,2162,115,75,221,91,588,332,160,33
845,2022/07/26 10:00:00+00,366,1116,2516,1796,148,79,410,260,356,109,528,114,586,382,67,2053,2164,115,75,222,91,588,332,160,40
846,2022/07/27 10:00:00+00,366,1118,2519,1796,148,79,410,261,360,109,530,114,587,382,67,2057,2164,115,75,222,91,589,333,160,41
847,2022/07/28 10:00:00+00,366,1122,2521,1796,148,79,410,261,360,109,531,114,587,382,67,2057,2165,115,75,225,91,591,334,160,38
848,2022/07/29 10:00:00+00,366,1123,2521,1797,148,79,410,262,360,109,531,114,587,382,67,2058,2166,115,75,225,91,591,335,160,32
849,2022/07/30 10:00:00+00,366,1123,2523,1800,149,79,410,262,361,109,531,114,587,382,67,2060,2166,115,75,226,91,591,336,160,32
852,2022/08/02 10:00:00+00,366,1123,2526,1802,149,79,411,263,361,109,531,114,587,382,68,2060,2170,115,75,226,91,592,336,160,30
853,2022/08/03 10:00:00+00,366,1123,2526,1803,150,79,411,263,361,109,531,114,587,382,68,2062,2170,115,75,226,91,593,336,160,36
854,2022/08/04 10:00:00+00,366,1123,2527,1803,150,79,411,263,362,109,531,114,587,382,68,2062,2171,115,75,226,91,593,336,160,33
855,2022/08/05 10:00:00+00,366,1123,2527,1804,150,79,411,264,362,109,531,115,587,382,69,2063,2172,115,75,226,91,593,336,161,31
856,2022/08/06 10:00:00+00,366,1123,2528,1804,151,79,411,264,362,109,532,115,587,382,69,2063,2172,115,75,227,91,593,337,162,29
859,2022/08/09 10:00:00+00,366,1123,2529,1805,151,79,412,264,362,109,532,115,588,382,69,2063,2175,115,75,227,91,593,337,163,36
860,2022/08/10 10:00:00+00,366,1124,2531,1808,151,80,413,265,363,109,533,115,589,382,69,2063,2175,115,75,227,91,593,337,163,35
861,2022/08/11 10:00:00+00,368,1124,2533,1809,151,80,413,265,363,111,533,115,589,382,69,2066,2175,115,75,227,91,594,338,164,34
862,2022/08/12 10:00:00+00,368,1124,2535,1809,151,80,413,265,363,111,533,115,590,382,69,2068,2177,115,75,227,91,594,340,165,30
863,2022/08/13 10:00:00+00,369,1124,2536,1809,151,80,413,265,363,111,533,115,590,382,69,2069,2177,115,75,227,91,594,340,165,31
866,2022/08/16 10:00:00+00,369,1125,2539,1809,151,81,414,265,364,111,534,115,591,384,70,2073,2177,115,75,229,92,594,340,165,33
867,2022/08/17 10:00:00+00,369,1126,2540,1811,151,81,415,265,365,111,534,115,591,385,70,2077,2178,116,75,229,92,594,340,165,29
868,2022/08/18 10:00:00+00,369,1126,2542,1813,151,81,415,265,365,111,534,116,591,385,70,2078,2178,116,75,229,93,594,340,166,29
869,2022/08/19 10:00:00+00,370,1126,2541,1813,151,81,416,265,365,111,534,116,591,386,70,2079,2178,116,75,229,93,594,340,166,32
870,2022/08/20 10:00:00+00,370,1126,2542,1813,151,81,416,265,366,111,535,116,592,386,70,2080,2178,116,75,229,93,594,341,166,33
873,2022/08/23 10:00:00+00,370,1130,2542,1814,151,81,416,266,367,111,536,116,594,386,70,2083,2178,116,75,229,93,594,341,166,32
874,2022/08/24 10:00:00+00,370,1131,2542,1816,151,81,416,266,368,111,536,116,595,387,70,2086,2178,116,75,229,93,594,341,167,30
875,2022/08/25 10:00:00+00,370,1131,2543,1816,151,81,417,267,369,111,537,116,596,387,70,2088,2178,117,75,229,93,594,341,167,32
876,2022/08/26 10:00:00+00,370,1131,2545,1817,151,82,417,267,370,111,538,116,597,387,70,2088,2179,117,75,229,93,594,341,167,30
877,2022/08/27 10:00:00+00,370,1131,2545,1817,151,83,417,267,370,111,539,116,597,388,70,2089,2179,118,75,229,93,594,342,167,32
880,2022/08/30 10:00:00+00,370,1135,2549,1820,151,83,417,267,370,111,539,116,597,388,70,2091,2181,118,75,229,93,594,343,167,32
881,2022/08/31 10:00:00+00,372,1136,2551,1821,151,83,417,267,370,111,540,116,597,389,70,2092,2183,118,75,229,93,594,343,167,34
882,2022/09/01 10:00:00+00,372,1136,2553,1821,151,83,418,267,370,111,540,116,599,389,70,2094,2184,118,75,229,93,594,343,167,32
883,2022/09/02 10:00:00+00,372,1137,2554,1822,151,83,419,267,372,111,541,116,599,390,70,2097,2184,118,75,229,93,594,344,167,25
884,2022/09/03 10:00:00+00,372,1137,2554,1822,151,83,419,267,372,111,541,116,601,390,70,2097,2186,118,75,229,93,594,344,167,28
888,2022/09/07 10:00:00+00,374,1142,2556,1822,151,83,419,268,372,111,542,116,602,390,70,2101,2188,118,75,229,93,594,344,167,30
889,2022/09/08 10:00:00+00,374,1142,2558,1822,151,83,419,268,372,111,542,116,602,390,70,2102,2189,118,75,230,93,594,344,167,32
890,2022/09/09 10:00:00+00,375,1143,2558,1823,151,83,419,268,373,111,542,116,603,390,70,2106,2191,119,75,230,93,594,344,168,32
891,2022/09/10 10:00:00+00,376,1143,2561,1824,151,83,420,268,373,111,542,116,603,390,70,2107,2192,119,75,230,93,594,344,168,33
894,2022/09/13 10:00:00+00,376,1144,2563,1825,151,83,422,268,373,111,542,116,604,390,70,2109,2196,119,75,230,93,594,344,168,37
895,2022/09/14 10:00:00+00,376,1147,2565,1825,151,83,422,268,374,111,542,116,604,390,70,2110,2197,119,75,230,93,594,344,169,39
896,2022/09/15 10:00:00+00,376,1149,2565,1826,151,83,422,268,374,111,542,116,606,390,70,2110,2198,119,75,230,95,594,344,169,40
897,2022/09/16 10:00:00+00,376,1149,2567,1826,152,83,422,268,374,111,542,116,606,391,70,2110,2199,119,75,230,95,594,345,170,40
898,2022/09/17 10:00:00+00,376,1153,2567,1826,152,83,423,269,374,111,542,116,606,392,70,2112,2200,119,75,230,95,595,345,170,39
901,2022/09/20 10:00:00+00,376,1156,2572,1826,152,83,423,270,374,111,543,116,606,392,70,2116,2201,119,75,231,97,595,345,171,38
902,2022/09/21 10:00:00+00,376,1157,2573,1828,152,83,423,270,375,111,544,116,606,392,70,2118,2203,120,75,231,97,595,345,171,38
903,2022/09/22 10:00:00+00,376,1159,2573,1828,152,83,423,270,375,111,545,116,607,392,70,2119,2206,120,76,231,97,596,345,171,35
904,2022/09/23 10:00:00+00,376,1159,2575,1829,152,83,424,270,376,111,546,117,607,392,70,2120,2206,120,76,231,97,596,345,171,31
905,2022/09/24 10:00:00+00,376,1159,2576,1830,152,83,424,270,376,111,546,117,607,393,70,2121,2207,120,76,231,97,596,345,171,35
908,2022/09/27 10:00:00+00,376,1160,2577,1832,152,83,425,270,377,111,546,117,610,393,70,2125,2208,120,76,231,97,597,345,171,36
909,2022/09/28 10:00:00+00,376,1160,2578,1832,152,83,426,270,377,111,547,117,611,393,70,2126,2211,120,76,231,97,598,345,171,37
910,2022/09/29 10:00:00+00,376,1160,2579,1833,152,83,426,270,377,111,547,118,612,394,70,2127,2212,121,76,231,97,598,345,171,33
911,2022/09/30 10:00:00+00,376,1161,2580,1833,152,83,426,270,378,111,548,118,613,395,70,2128,2213,121,76,231,97,598,345,172,32
912,2022/10/01 10:00:00+00,376,1161,2582,1834,152,83,427,270,378,111,548,118,614,395,70,2129,2214,121,76,231,97,598,345,172,28
915,2022/10/04 10:00:00+00,376,1163,2585,1835,152,83,427,270,378,111,549,118,614,395,70,2129,2215,121,76,231,97,598,345,172,30
916,2022/10/05 10:00:00+00,376,1164,2586,1835,153,83,428,270,380,111,549,118,613,396,70,2130,2216,121,76,231,97,598,345,172,28
917,2022/10/06 10:00:00+00,376,1164,2586,1836,153,83,429,270,380,111,549,118,614,396,70,2130,2216,122,76,231,97,598,345,172,25
918,2022/10/07 10:00:00+00,376,1166,2588,1836,153,83,429,270,380,111,549,118,614,396,70,2130,2216,122,76,231,97,598,345,172,25
919,2022/10/08 10:00:00+00,376,1167,2588,1836,153,83,429,270,380,111,549,118,614,397,70,2132,2217,122,76,231,97,598,345,172,24
923,2022/10/12 10:00:00+00,376,1168,2592,1838,153,83,431,270,380,111,549,118,615,397,70,2135,2219,123,76,232,97,599,345,172,34
924,2022/10/13 10:00:00+00,376,1171,2594,1838,153,83,432,270,380,111,549,118,617,398,70,2137,2219,123,76,232,98,600,345,172,30
925,2022/10/14 10:00:00+00,376,1171,2595,1840,153,83,432,270,380,111,549,118,617,398,70,2139,2219,123,76,232,98,600,345,172,30
926,2022/10/15 10:00:00+00,376,1173,2595,1841,153,83,432,270,380,111,549,118,618,399,70,2139,2219,123,76,232,99,600,345,172,33
929,2022/10/18 10:00:00+00,376,1173,2596,1843,153,83,432,270,381,111,550,118,620,400,70,2141,2220,123,76,232,99,601,345,172,36
930,2022/10/19 10:00:00+00,376,1173,2596,1844,154,84,433,270,381,111,550,118,620,400,70,2141,2221,123,76,233,100,601,345,172,32
931,2022/10/20 10:00:00+00,376,1173,2596,1845,154,84,433,270,381,111,550,118,620,400,70,2142,2222,123,76,233,100,601,345,172,31
932,2022/10/21 10:00:00+00,376,1173,2598,1846,154,84,434,270,381,111,550,118,620,400,70,2142,2223,123,76,233,100,601,345,172,32
933,2022/10/22 10:00:00+00,376,1173,2600,1846,155,84,434,270,381,111,550,118,620,400,70,2142,2224,123,76,233,100,601,345,172,35
936,2022/10/25 10:00:00+00,376,1174,2601,1847,155,84,434,270,381,112,550,118,620,402,70,2142,2224,124,76,233,100,601,345,172,45
937,2022/10/26 10:00:00+00,376,1177,2601,1848,155,84,434,270,381,112,552,118,622,402,70,2144,2224,124,76,233,101,601,345,173,34
938,2022/10/27 10:00:00+00,376,1178,2601,1847,155,84,434,270,382,112,552,118,624,402,70,2147,2226,124,76,233,101,601,345,173,34
939,2022/10/28 10:00:00+00,376,1179,2603,1848,155,85,434,270,382,112,553,118,625,402,70,2150,2226,124,76,233,101,601,345,173,35
940,2022/10/29 10:00:00+00,376,1180,2605,1848,155,85,434,270,382,112,553,118,625,403,70,2151,2227,124,76,234,101,602,345,173,35
943,2022/11/01 10:00:00+00,376,1182,2606,1851,155,85,434,270,382,112,553,118,626,404,70,2154,2228,125,76,234,101,602,345,173,31
944,2022/11/02 10:00:00+00,376,1183,2609,1852,156,85,434,271,384,112,553,118,627,404,70,2155,2229,126,77,234,101,602,345,173,28
945,2022/11/03 10:00:00+00,376,1183,2609,1852,156,85,434,271,384,112,553,118,627,404,70,2157,2229,126,77,234,101,602,345,173,33
946,2022/11/04 10:00:00+00,376,1183,2609,1853,156,85,434,272,384,112,555,118,627,404,70,2159,2229,126,77,234,101,602,345,173,34
947,2022/11/05 10:00:00+00,376,1183,2609,1853,156,85,435,273,384,112,555,118,627,406,70,2160,2229,126,77,234,101,602,345,173,30
950,2022/11/08 10:00:00+00,376,1183,2610,1853,156,85,435,273,384,112,556,118,627,407,70,2163,2230,126,77,234,101,602,345,173,33
952,2022/11/10 10:00:00+00,377,1185,2611,1853,156,86,435,273,384,112,556,118,628,409,70,2167,2231,126,77,234,101,602,345,173,30
953,2022/11/11 10:00:00+00,377,1184,2612,1853,156,86,435,273,385,112,556,118,628,409,70,2171,2232,126,77,234,101,603,345,173,28
